#alpha3	indicator	year	index	rank
PNG	pol	2009	nan	nan
PNG	pol	2010	nan	nan
PNG	pol	2011	nan	nan
PNG	pol	2012	nan	nan
PNG	pol	2013	nan	nan
PNG	pol	2014	nan	nan
PNG	pol	2015	nan	nan
PNG	pol	2016	nan	nan
PNG	pol	2017	nan	nan
PNG	pol	2018	nan	nan
PNG	pol	2019	0.0	152.0
PNG	pol	2020	0.0	155.0
POL	glob	2006	0.6802	44.0
POL	glob	2007	0.6756	60.0
POL	glob	2008	0.6951	49.0
POL	glob	2009	0.6998	50.0
POL	glob	2010	0.7037	43.0
POL	glob	2011	0.7038	42.0
POL	glob	2012	0.7015	53.0
POL	glob	2013	0.7031	54.0
POL	glob	2014	0.7051	57.0
POL	glob	2015	0.715	51.0
POL	glob	2016	0.727	38.0
POL	glob	2017	0.728	39.0
POL	glob	2018	0.728	42.0
POL	glob	2019	0.736	40.0
POL	glob	2020	0.713	75.0
POL	eco	2006	0.6352	50.0
POL	eco	2007	0.6167	74.0
POL	eco	2008	0.6238	73.0
POL	eco	2009	0.6426	71.0
POL	eco	2010	0.6526	63.0
POL	eco	2011	0.653	65.0
POL	eco	2012	0.6503	72.0
POL	eco	2013	0.6563	73.0
POL	eco	2014	0.6808	61.0
POL	eco	2015	0.667	75.0
POL	eco	2016	0.69	58.0
POL	eco	2017	0.702	55.0
POL	eco	2018	0.706	51.0
POL	eco	2019	0.711	57.0
POL	eco	2020	0.705	63.0
POL	edu	2006	0.9998	12.0
POL	edu	2007	1.0	1.0
POL	edu	2008	0.9989	30.0
POL	edu	2009	0.9989	33.0
POL	edu	2010	0.9992	29.0
POL	edu	2011	0.9994	28.0
POL	edu	2012	0.9981	34.0
POL	edu	2013	0.9983	37.0
POL	edu	2014	0.9995	36.0
POL	edu	2015	1.0	38.0
POL	edu	2016	1.0	31.0
POL	edu	2017	1.0	31.0
POL	edu	2018	0.998	50.0
POL	edu	2019	0.996	58.0
POL	edu	2020	0.996	60.0
POL	health	2006	0.9791	36.0
POL	health	2007	0.9791	37.0
POL	health	2008	0.9791	38.0
POL	health	2009	0.9791	41.0
POL	health	2010	0.9785	46.0
POL	health	2011	0.9785	48.0
POL	health	2012	0.9791	34.0
POL	health	2013	0.9791	34.0
POL	health	2014	0.9791	37.0
POL	health	2015	0.979	42.0
POL	health	2016	0.979	40.0
POL	health	2017	0.98	1.0
POL	health	2018	0.98	1.0
POL	health	2019	0.98	1.0
POL	health	2020	0.965	1.0
POL	pol	2006	0.1067	58.0
POL	pol	2007	0.1067	63.0
POL	pol	2008	0.1784	39.0
POL	pol	2009	0.1784	40.0
POL	pol	2010	0.1843	41.0
POL	pol	2011	0.1843	40.0
POL	pol	2012	0.1786	46.0
POL	pol	2013	0.1786	49.0
POL	pol	2014	0.1609	68.0
POL	pol	2015	0.213	52.0
POL	pol	2016	0.238	44.0
POL	pol	2017	0.23	49.0
POL	pol	2018	0.23	50.0
POL	pol	2019	0.256	49.0
POL	pol	2020	0.171	89.0
PRT	glob	2006	0.6922	33.0
PRT	glob	2007	0.6959	37.0
PRT	glob	2008	0.7051	39.0
PRT	glob	2009	0.7013	46.0
PRT	glob	2010	0.7171	32.0
PRT	glob	2011	0.7144	35.0
PRT	glob	2012	0.7071	47.0
PRT	glob	2013	0.7056	51.0
PRT	glob	2014	0.7243	39.0
PRT	glob	2015	0.731	39.0
PRT	glob	2016	0.737	31.0
PRT	glob	2017	0.734	33.0
PRT	glob	2018	0.732	37.0
PRT	glob	2019	0.744	35.0
PRT	glob	2020	0.775	22.0
PRT	eco	2006	0.6691	33.0
PRT	eco	2007	0.6835	38.0
PRT	eco	2008	0.6958	39.0
PRT	eco	2009	0.6814	53.0
PRT	eco	2010	0.6723	56.0
PRT	eco	2011	0.6626	59.0
PRT	eco	2012	0.6788	55.0
PRT	eco	2013	0.6726	66.0
PRT	eco	2014	0.7192	44.0
PRT	eco	2015	0.712	46.0
PRT	eco	2016	0.713	46.0
PRT	eco	2017	0.73	35.0
PRT	eco	2018	0.721	44.0
PRT	eco	2019	0.726	46.0
PRT	eco	2020	0.746	38.0
PRT	edu	2006	0.9888	57.0
PRT	edu	2007	0.9893	58.0
PRT	edu	2008	0.9902	71.0
PRT	edu	2009	0.9895	76.0
PRT	edu	2010	0.989	69.0
PRT	edu	2011	0.9932	55.0
PRT	edu	2012	0.9936	57.0
PRT	edu	2013	0.994	56.0
PRT	edu	2014	0.9933	68.0
PRT	edu	2015	0.995	60.0
PRT	edu	2016	0.993	63.0
PRT	edu	2017	0.992	70.0
PRT	edu	2018	0.991	82.0
PRT	edu	2019	0.992	73.0
PRT	edu	2020	0.992	76.0
PRT	health	2006	0.973	71.0
PRT	health	2007	0.973	74.0
PRT	health	2008	0.973	76.0
PRT	health	2009	0.973	80.0
PRT	health	2010	0.9742	71.0
PRT	health	2011	0.9742	71.0
PRT	health	2012	0.9724	83.0
PRT	health	2013	0.9724	83.0
PRT	health	2014	0.9724	85.0
PRT	health	2015	0.973	79.0
PRT	health	2016	0.973	76.0
PRT	health	2017	0.977	55.0
PRT	health	2018	0.978	54.0
PRT	health	2019	0.978	50.0
PRT	health	2020	0.978	73.0
PRT	pol	2006	0.1379	40.0
PRT	pol	2007	0.1379	47.0
PRT	pol	2008	0.1613	45.0
PRT	pol	2009	0.1613	47.0
PRT	pol	2010	0.2328	32.0
PRT	pol	2011	0.2278	34.0
PRT	pol	2012	0.1834	43.0
PRT	pol	2013	0.1834	46.0
PRT	pol	2014	0.2124	44.0
PRT	pol	2015	0.244	41.0
PRT	pol	2016	0.268	36.0
PRT	pol	2017	0.24	43.0
PRT	pol	2018	0.24	46.0
PRT	pol	2019	0.278	39.0
PRT	pol	2020	0.39	26.0
PRY	glob	2006	0.6556	64.0
PRY	glob	2007	0.6659	69.0
PRY	glob	2008	0.6379	100.0
PRY	glob	2009	0.6868	66.0
PRY	glob	2010	0.6804	69.0
PRY	glob	2011	0.6818	67.0
PRY	glob	2012	0.6714	83.0
PRY	glob	2013	0.6724	89.0
PRY	glob	2014	0.689	81.0
PRY	glob	2015	0.666	107.0
PRY	glob	2016	0.676	96.0
PRY	glob	2017	0.678	96.0
PRY	glob	2018	0.672	104.0
PRY	glob	2019	0.683	100.0
PRY	glob	2020	0.702	86.0
PRY	eco	2006	0.5542	80.0
PRY	eco	2007	0.594	83.0
PRY	eco	2008	0.4827	111.0
PRY	eco	2009	0.6688	58.0
PRY	eco	2010	0.6373	71.0
PRY	eco	2011	0.6436	69.0
PRY	eco	2012	0.651	71.0
PRY	eco	2013	0.6363	83.0
PRY	eco	2014	0.6461	85.0
PRY	eco	2015	0.616	102.0
PRY	eco	2016	0.656	82.0
PRY	eco	2017	0.652	90.0
PRY	eco	2018	0.623	98.0
PRY	eco	2019	0.641	95.0
PRY	eco	2020	0.672	85.0
PRY	edu	2006	0.9441	82.0
PRY	edu	2007	0.9454	95.0
PRY	edu	2008	0.9974	38.0
PRY	edu	2009	0.997	40.0
PRY	edu	2010	0.9955	45.0
PRY	edu	2011	0.9948	46.0
PRY	edu	2012	0.9954	44.0
PRY	edu	2013	0.9928	61.0
PRY	edu	2014	0.9933	67.0
PRY	edu	2015	0.994	63.0
PRY	edu	2016	0.995	59.0
PRY	edu	2017	0.994	61.0
PRY	edu	2018	0.994	67.0
PRY	edu	2019	0.998	46.0
PRY	edu	2020	0.998	47.0
PRY	health	2006	0.9796	1.0
PRY	health	2007	0.9796	1.0
PRY	health	2008	0.9796	1.0
PRY	health	2009	0.9796	1.0
PRY	health	2010	0.9758	57.0
PRY	health	2011	0.9758	58.0
PRY	health	2012	0.9758	58.0
PRY	health	2013	0.9758	55.0
PRY	health	2014	0.9796	1.0
PRY	health	2015	0.98	1.0
PRY	health	2016	0.98	1.0
PRY	health	2017	0.971	97.0
PRY	health	2018	0.972	96.0
PRY	health	2019	0.972	96.0
PRY	health	2020	0.98	62.0
PRY	pol	2006	0.1444	38.0
PRY	pol	2007	0.1444	45.0
PRY	pol	2008	0.0921	89.0
PRY	pol	2009	0.1019	85.0
PRY	pol	2010	0.1129	75.0
PRY	pol	2011	0.1129	73.0
PRY	pol	2012	0.0633	115.0
PRY	pol	2013	0.0847	104.0
PRY	pol	2014	0.1371	79.0
PRY	pol	2015	0.075	122.0
PRY	pol	2016	0.075	122.0
PRY	pol	2017	0.094	113.0
PRY	pol	2018	0.1	114.0
PRY	pol	2019	0.122	112.0
PRY	pol	2020	0.164	94.0
QAT	glob	2006	nan	nan
QAT	glob	2007	0.6041	109.0
QAT	glob	2008	0.5948	119.0
QAT	glob	2009	0.5907	125.0
QAT	glob	2010	0.6059	117.0
QAT	glob	2011	0.623	111.0
QAT	glob	2012	0.6264	115.0
QAT	glob	2013	0.6299	115.0
QAT	glob	2014	0.6403	116.0
QAT	glob	2015	0.645	122.0
QAT	glob	2016	0.643	119.0
QAT	glob	2017	0.626	130.0
QAT	glob	2018	0.629	127.0
QAT	glob	2019	0.629	135.0
QAT	glob	2020	0.624	142.0
QAT	eco	2006	nan	nan
QAT	eco	2007	0.4556	115.0
QAT	eco	2008	0.4146	123.0
QAT	eco	2009	0.4005	129.0
QAT	eco	2010	0.4829	116.0
QAT	eco	2011	0.5473	104.0
QAT	eco	2012	0.5557	107.0
QAT	eco	2013	0.5735	106.0
QAT	eco	2014	0.6197	101.0
QAT	eco	2015	0.632	97.0
QAT	eco	2016	0.619	97.0
QAT	eco	2017	0.523	122.0
QAT	eco	2018	0.511	129.0
QAT	eco	2019	0.512	132.0
QAT	eco	2020	0.504	136.0
QAT	edu	2006	nan	nan
QAT	edu	2007	0.993	45.0
QAT	edu	2008	0.9966	41.0
QAT	edu	2009	0.9946	53.0
QAT	edu	2010	0.9887	74.0
QAT	edu	2011	0.9924	57.0
QAT	edu	2012	0.9978	36.0
QAT	edu	2013	0.9941	53.0
QAT	edu	2014	0.9764	94.0
QAT	edu	2015	0.977	96.0
QAT	edu	2016	0.982	92.0
QAT	edu	2017	1.0	33.0
QAT	edu	2018	0.995	62.0
QAT	edu	2019	0.99	83.0
QAT	edu	2020	0.99	86.0
QAT	health	2006	nan	nan
QAT	health	2007	0.9474	123.0
QAT	health	2008	0.9474	125.0
QAT	health	2009	0.947	129.0
QAT	health	2010	0.9522	126.0
QAT	health	2011	0.9522	127.0
QAT	health	2012	0.9522	127.0
QAT	health	2013	0.9522	129.0
QAT	health	2014	0.9522	136.0
QAT	health	2015	0.957	137.0
QAT	health	2016	0.957	136.0
QAT	health	2017	0.965	127.0
QAT	health	2018	0.961	139.0
QAT	health	2019	0.961	142.0
QAT	health	2020	0.958	151.0
QAT	pol	2006	nan	nan
QAT	pol	2007	0.0206	124.0
QAT	pol	2008	0.0206	126.0
QAT	pol	2009	0.0206	130.0
QAT	pol	2010	0.0	131.0
QAT	pol	2011	0.0	132.0
QAT	pol	2012	0.0	133.0
QAT	pol	2013	0.0	135.0
QAT	pol	2014	0.013	140.0
QAT	pol	2015	0.013	144.0
QAT	pol	2016	0.013	144.0
QAT	pol	2017	0.016	143.0
QAT	pol	2018	0.05	140.0
QAT	pol	2019	0.052	143.0
QAT	pol	2020	0.053	148.0
ROU	glob	2006	0.6797	46.0
ROU	glob	2007	0.6859	47.0
ROU	glob	2008	0.6763	70.0
ROU	glob	2009	0.6805	70.0
ROU	glob	2010	0.6826	67.0
ROU	glob	2011	0.6812	68.0
ROU	glob	2012	0.6859	67.0
ROU	glob	2013	0.6908	70.0
ROU	glob	2014	0.6936	72.0
ROU	glob	2015	0.693	77.0
ROU	glob	2016	0.69	76.0
ROU	glob	2017	0.708	58.0
ROU	glob	2018	0.711	63.0
ROU	glob	2019	0.724	55.0
ROU	glob	2020	0.7	88.0
ROU	eco	2006	0.6725	30.0
ROU	eco	2007	0.6974	31.0
ROU	eco	2008	0.7001	34.0
ROU	eco	2009	0.7121	34.0
ROU	eco	2010	0.7081	41.0
ROU	eco	2011	0.6943	46.0
ROU	eco	2012	0.6815	54.0
ROU	eco	2013	0.6928	55.0
ROU	eco	2014	0.6825	60.0
ROU	eco	2015	0.708	50.0
ROU	eco	2016	0.699	54.0
ROU	eco	2017	0.698	57.0
ROU	eco	2018	0.705	53.0
ROU	eco	2019	0.728	44.0
ROU	eco	2020	0.723	50.0
ROU	edu	2006	0.9928	42.0
ROU	edu	2007	0.9928	47.0
ROU	edu	2008	0.9936	60.0
ROU	edu	2009	0.9911	70.0
ROU	edu	2010	0.9887	73.0
ROU	edu	2011	0.995	45.0
ROU	edu	2012	0.9943	52.0
ROU	edu	2013	0.9945	50.0
ROU	edu	2014	0.9939	63.0
ROU	edu	2015	0.994	64.0
ROU	edu	2016	0.992	68.0
ROU	edu	2017	0.995	56.0
ROU	edu	2018	0.996	56.0
ROU	edu	2019	0.997	52.0
ROU	edu	2020	0.997	54.0
ROU	health	2006	0.9791	36.0
ROU	health	2007	0.9791	37.0
ROU	health	2008	0.9791	38.0
ROU	health	2009	0.9791	41.0
ROU	health	2010	0.9773	50.0
ROU	health	2011	0.9791	41.0
ROU	health	2012	0.9791	34.0
ROU	health	2013	0.9791	34.0
ROU	health	2014	0.9791	37.0
ROU	health	2015	0.979	42.0
ROU	health	2016	0.979	40.0
ROU	health	2017	0.98	1.0
ROU	health	2018	0.98	1.0
ROU	health	2019	0.98	1.0
ROU	health	2020	0.97	1.0
ROU	pol	2006	0.0744	79.0
ROU	pol	2007	0.0744	89.0
ROU	pol	2008	0.0321	120.0
ROU	pol	2009	0.0399	126.0
ROU	pol	2010	0.0562	109.0
ROU	pol	2011	0.0563	112.0
ROU	pol	2012	0.0885	97.0
ROU	pol	2013	0.097	91.0
ROU	pol	2014	0.119	91.0
ROU	pol	2015	0.09	113.0
ROU	pol	2016	0.09	112.0
ROU	pol	2017	0.159	78.0
ROU	pol	2018	0.162	79.0
ROU	pol	2019	0.19	76.0
ROU	pol	2020	0.1	129.0
RUS	glob	2006	0.677	49.0
RUS	glob	2007	0.6866	45.0
RUS	glob	2008	0.6994	42.0
RUS	glob	2009	0.6987	51.0
RUS	glob	2010	0.7036	45.0
RUS	glob	2011	0.7037	43.0
RUS	glob	2012	0.698	59.0
RUS	glob	2013	0.6983	61.0
RUS	glob	2014	0.6927	75.0
RUS	glob	2015	0.694	75.0
RUS	glob	2016	0.691	75.0
RUS	glob	2017	0.696	71.0
RUS	glob	2018	0.701	75.0
RUS	glob	2019	0.706	81.0
RUS	glob	2020	0.708	81.0
RUS	eco	2006	0.6963	22.0
RUS	eco	2007	0.7346	16.0
RUS	eco	2008	0.7426	16.0
RUS	eco	2009	0.74	24.0
RUS	eco	2010	0.736	28.0
RUS	eco	2011	0.7373	29.0
RUS	eco	2012	0.7197	39.0
RUS	eco	2013	0.7204	42.0
RUS	eco	2014	0.7257	42.0
RUS	eco	2015	0.731	42.0
RUS	eco	2016	0.722	41.0
RUS	eco	2017	0.724	41.0
RUS	eco	2018	0.741	31.0
RUS	eco	2019	0.749	32.0
RUS	eco	2020	0.767	25.0
RUS	edu	2006	0.9991	18.0
RUS	edu	2007	0.9991	22.0
RUS	edu	2008	0.9994	28.0
RUS	edu	2009	0.9992	29.0
RUS	edu	2010	0.9994	26.0
RUS	edu	2011	0.9985	33.0
RUS	edu	2012	0.998	35.0
RUS	edu	2013	0.9984	36.0
RUS	edu	2014	0.9998	28.0
RUS	edu	2015	1.0	27.0
RUS	edu	2016	0.997	45.0
RUS	edu	2017	0.997	50.0
RUS	edu	2018	1.0	28.0
RUS	edu	2019	1.0	1.0
RUS	edu	2020	1.0	1.0
RUS	health	2006	0.9791	36.0
RUS	health	2007	0.9791	37.0
RUS	health	2008	0.9791	38.0
RUS	health	2009	0.9791	41.0
RUS	health	2010	0.9791	40.0
RUS	health	2011	0.9791	41.0
RUS	health	2012	0.9791	34.0
RUS	health	2013	0.9791	34.0
RUS	health	2014	0.9791	37.0
RUS	health	2015	0.979	42.0
RUS	health	2016	0.979	40.0
RUS	health	2017	0.98	1.0
RUS	health	2018	0.98	1.0
RUS	health	2019	0.98	1.0
RUS	health	2020	0.968	1.0
RUS	pol	2006	0.0337	108.0
RUS	pol	2007	0.0337	120.0
RUS	pol	2008	0.0764	100.0
RUS	pol	2009	0.0764	99.0
RUS	pol	2010	0.0999	85.0
RUS	pol	2011	0.0999	84.0
RUS	pol	2012	0.0951	90.0
RUS	pol	2013	0.0951	94.0
RUS	pol	2014	0.0662	125.0
RUS	pol	2015	0.066	128.0
RUS	pol	2016	0.066	129.0
RUS	pol	2017	0.085	121.0
RUS	pol	2018	0.085	123.0
RUS	pol	2019	0.095	122.0
RUS	pol	2020	0.085	133.0
RWA	glob	2006	nan	nan
RWA	glob	2007	nan	nan
RWA	glob	2008	nan	nan
RWA	glob	2009	nan	nan
RWA	glob	2010	nan	nan
RWA	glob	2011	nan	nan
RWA	glob	2012	nan	nan
RWA	glob	2013	nan	nan
RWA	glob	2014	0.7854	7.0
RWA	glob	2015	0.794	6.0
RWA	glob	2016	0.8	5.0
RWA	glob	2017	0.822	4.0
RWA	glob	2018	0.804	6.0
RWA	glob	2019	0.791	9.0
RWA	glob	2020	0.805	7.0
RWA	eco	2006	nan	nan
RWA	eco	2007	nan	nan
RWA	eco	2008	nan	nan
RWA	eco	2009	nan	nan
RWA	eco	2010	nan	nan
RWA	eco	2011	nan	nan
RWA	eco	2012	nan	nan
RWA	eco	2013	nan	nan
RWA	eco	2014	0.7698	25.0
RWA	eco	2015	0.808	14.0
RWA	eco	2016	0.817	8.0
RWA	eco	2017	0.82	7.0
RWA	eco	2018	0.743	30.0
RWA	eco	2019	0.672	79.0
RWA	eco	2020	0.726	48.0
RWA	edu	2006	nan	nan
RWA	edu	2007	nan	nan
RWA	edu	2008	nan	nan
RWA	edu	2009	nan	nan
RWA	edu	2010	nan	nan
RWA	edu	2011	nan	nan
RWA	edu	2012	nan	nan
RWA	edu	2013	nan	nan
RWA	edu	2014	0.9289	114.0
RWA	edu	2015	0.944	112.0
RWA	edu	2016	0.958	110.0
RWA	edu	2017	0.951	113.0
RWA	edu	2018	0.961	109.0
RWA	edu	2019	0.957	114.0
RWA	edu	2020	0.957	115.0
RWA	health	2006	nan	nan
RWA	health	2007	nan	nan
RWA	health	2008	nan	nan
RWA	health	2009	nan	nan
RWA	health	2010	nan	nan
RWA	health	2011	nan	nan
RWA	health	2012	nan	nan
RWA	health	2013	nan	nan
RWA	health	2014	0.9667	118.0
RWA	health	2015	0.972	91.0
RWA	health	2016	0.972	89.0
RWA	health	2017	0.98	1.0
RWA	health	2018	0.973	90.0
RWA	health	2019	0.973	90.0
RWA	health	2020	0.968	63.0
RWA	pol	2006	nan	nan
RWA	pol	2007	nan	nan
RWA	pol	2008	nan	nan
RWA	pol	2009	nan	nan
RWA	pol	2010	nan	nan
RWA	pol	2011	nan	nan
RWA	pol	2012	nan	nan
RWA	pol	2013	nan	nan
RWA	pol	2014	0.4762	6.0
RWA	pol	2015	0.452	7.0
RWA	pol	2016	0.452	8.0
RWA	pol	2017	0.539	3.0
RWA	pol	2018	0.539	4.0
RWA	pol	2019	0.563	4.0
RWA	pol	2020	0.563	6.0
SAU	glob	2006	0.5241	114.0
SAU	glob	2007	0.5647	124.0
SAU	glob	2008	0.5537	128.0
SAU	glob	2009	0.5651	130.0
SAU	glob	2010	0.5713	129.0
SAU	glob	2011	0.5753	131.0
SAU	glob	2012	0.5731	131.0
SAU	glob	2013	0.5879	127.0
SAU	glob	2014	0.6059	130.0
SAU	glob	2015	0.605	134.0
SAU	glob	2016	0.583	141.0
SAU	glob	2017	0.584	138.0
SAU	glob	2018	0.59	141.0
SAU	glob	2019	0.599	146.0
SAU	glob	2020	0.603	147.0
SAU	eco	2006	0.2401	115.0
SAU	eco	2007	0.321	127.0
SAU	eco	2008	0.2589	129.0
SAU	eco	2009	0.3096	133.0
SAU	eco	2010	0.3351	132.0
SAU	eco	2011	0.3576	133.0
SAU	eco	2012	0.3404	133.0
SAU	eco	2013	0.3223	134.0
SAU	eco	2014	0.3893	137.0
SAU	eco	2015	0.387	138.0
SAU	eco	2016	0.328	142.0
SAU	eco	2017	0.32	142.0
SAU	eco	2018	0.337	145.0
SAU	eco	2019	0.375	148.0
SAU	eco	2020	0.39	149.0
SAU	edu	2006	0.8797	93.0
SAU	edu	2007	0.9613	87.0
SAU	edu	2008	0.9795	85.0
SAU	edu	2009	0.9745	92.0
SAU	edu	2010	0.9739	92.0
SAU	edu	2011	0.9674	92.0
SAU	edu	2012	0.9757	91.0
SAU	edu	2013	0.9761	90.0
SAU	edu	2014	0.9868	86.0
SAU	edu	2015	0.988	82.0
SAU	edu	2016	0.961	105.0
SAU	edu	2017	0.975	96.0
SAU	edu	2018	0.982	93.0
SAU	edu	2019	0.983	92.0
SAU	edu	2020	0.98	97.0
SAU	health	2006	0.9771	54.0
SAU	health	2007	0.9765	60.0
SAU	health	2008	0.9765	62.0
SAU	health	2009	0.9765	65.0
SAU	health	2010	0.9762	53.0
SAU	health	2011	0.9762	53.0
SAU	health	2012	0.9762	55.0
SAU	health	2013	0.9762	52.0
SAU	health	2014	0.9707	90.0
SAU	health	2015	0.966	129.0
SAU	health	2016	0.966	128.0
SAU	health	2017	0.965	130.0
SAU	health	2018	0.963	136.0
SAU	health	2019	0.963	139.0
SAU	health	2020	0.962	123.0
SAU	pol	2006	0.0	115.0
SAU	pol	2007	0.0	128.0
SAU	pol	2008	0.0	130.0
SAU	pol	2009	0.0	134.0
SAU	pol	2010	0.0	131.0
SAU	pol	2011	0.0	132.0
SAU	pol	2012	0.0	133.0
SAU	pol	2013	0.0769	105.0
SAU	pol	2014	0.0768	117.0
SAU	pol	2015	0.077	121.0
SAU	pol	2016	0.077	121.0
SAU	pol	2017	0.077	124.0
SAU	pol	2018	0.077	127.0
SAU	pol	2019	0.077	136.0
SAU	pol	2020	0.077	138.0
SEN	glob	2006	nan	nan
SEN	glob	2007	nan	nan
SEN	glob	2008	nan	nan
SEN	glob	2009	0.6427	102.0
SEN	glob	2010	0.6414	101.0
SEN	glob	2011	0.6573	92.0
SEN	glob	2012	0.6657	90.0
SEN	glob	2013	0.6923	67.0
SEN	glob	2014	0.6912	77.0
SEN	glob	2015	0.698	72.0
SEN	glob	2016	0.685	82.0
SEN	glob	2017	0.684	91.0
SEN	glob	2018	0.682	94.0
SEN	glob	2019	0.684	99.0
SEN	glob	2020	0.684	104.0
SEN	eco	2006	nan	nan
SEN	eco	2007	nan	nan
SEN	eco	2008	nan	nan
SEN	eco	2009	0.6379	74.0
SEN	eco	2010	0.6439	65.0
SEN	eco	2011	0.6884	47.0
SEN	eco	2012	0.6737	59.0
SEN	eco	2013	0.6401	81.0
SEN	eco	2014	0.6624	71.0
SEN	eco	2015	0.678	65.0
SEN	eco	2016	0.628	94.0
SEN	eco	2017	0.624	102.0
SEN	eco	2018	0.564	123.0
SEN	eco	2019	0.552	128.0
SEN	eco	2020	0.554	131.0
SEN	edu	2006	nan	nan
SEN	edu	2007	nan	nan
SEN	edu	2008	nan	nan
SEN	edu	2009	0.8174	124.0
SEN	edu	2010	0.8208	122.0
SEN	edu	2011	0.8247	123.0
SEN	edu	2012	0.827	122.0
SEN	edu	2013	0.827	125.0
SEN	edu	2014	0.8222	131.0
SEN	edu	2015	0.833	133.0
SEN	edu	2016	0.83	133.0
SEN	edu	2017	0.831	132.0
SEN	edu	2018	0.88	132.0
SEN	edu	2019	0.888	135.0
SEN	edu	2020	0.888	136.0
SEN	health	2006	nan	nan
SEN	health	2007	nan	nan
SEN	health	2008	nan	nan
SEN	health	2009	0.9742	76.0
SEN	health	2010	0.9734	77.0
SEN	health	2011	0.9734	80.0
SEN	health	2012	0.9734	75.0
SEN	health	2013	0.9734	71.0
SEN	health	2014	0.9725	82.0
SEN	health	2015	0.967	124.0
SEN	health	2016	0.967	123.0
SEN	health	2017	0.973	87.0
SEN	health	2018	0.976	69.0
SEN	health	2019	0.976	66.0
SEN	health	2020	0.972	103.0
SEN	pol	2006	nan	nan
SEN	pol	2007	nan	nan
SEN	pol	2008	nan	nan
SEN	pol	2009	0.1411	59.0
SEN	pol	2010	0.1274	68.0
SEN	pol	2011	0.1429	58.0
SEN	pol	2012	0.1887	41.0
SEN	pol	2013	0.3286	20.0
SEN	pol	2014	0.3077	24.0
SEN	pol	2015	0.316	27.0
SEN	pol	2016	0.316	27.0
SEN	pol	2017	0.308	29.0
SEN	pol	2018	0.308	30.0
SEN	pol	2019	0.32	32.0
SEN	pol	2020	0.327	38.0
SGP	glob	2006	0.655	65.0
SGP	glob	2007	0.6609	77.0
SGP	glob	2008	0.6625	84.0
SGP	glob	2009	0.6664	84.0
SGP	glob	2010	0.6914	56.0
SGP	glob	2011	0.6914	57.0
SGP	glob	2012	0.6989	55.0
SGP	glob	2013	0.7	58.0
SGP	glob	2014	0.7046	59.0
SGP	glob	2015	0.711	54.0
SGP	glob	2016	0.712	55.0
SGP	glob	2017	0.702	65.0
SGP	glob	2018	0.707	67.0
SGP	glob	2019	0.724	54.0
SGP	glob	2020	0.727	54.0
SGP	eco	2006	0.6459	45.0
SGP	eco	2007	0.6546	55.0
SGP	eco	2008	0.6544	58.0
SGP	eco	2009	0.6707	57.0
SGP	eco	2010	0.7527	20.0
SGP	eco	2011	0.7585	16.0
SGP	eco	2012	0.7876	13.0
SGP	eco	2013	0.7883	12.0
SGP	eco	2014	0.7899	18.0
SGP	eco	2015	0.814	9.0
SGP	eco	2016	0.793	17.0
SGP	eco	2017	0.752	27.0
SGP	eco	2018	0.761	24.0
SGP	eco	2019	0.782	20.0
SGP	eco	2020	0.749	33.0
SGP	edu	2006	0.9308	85.0
SGP	edu	2007	0.9308	98.0
SGP	edu	2008	0.9376	98.0
SGP	edu	2009	0.937	102.0
SGP	edu	2010	0.9375	103.0
SGP	edu	2011	0.9381	100.0
SGP	edu	2012	0.9409	104.0
SGP	edu	2013	0.9409	105.0
SGP	edu	2014	0.9413	110.0
SGP	edu	2015	0.945	111.0
SGP	edu	2016	0.975	95.0
SGP	edu	2017	0.977	94.0
SGP	edu	2018	0.988	88.0
SGP	edu	2019	0.99	84.0
SGP	edu	2020	0.99	87.0
SGP	health	2006	0.9598	107.0
SGP	health	2007	0.9575	115.0
SGP	health	2008	0.9575	117.0
SGP	health	2009	0.9575	121.0
SGP	health	2010	0.9677	100.0
SGP	health	2011	0.9677	101.0
SGP	health	2012	0.9719	85.0
SGP	health	2013	0.9719	85.0
SGP	health	2014	0.9671	114.0
SGP	health	2015	0.967	122.0
SGP	health	2016	0.967	121.0
SGP	health	2017	0.971	101.0
SGP	health	2018	0.965	130.0
SGP	health	2019	0.965	133.0
SGP	health	2020	0.969	132.0
SGP	pol	2006	0.0833	75.0
SGP	pol	2007	0.1005	71.0
SGP	pol	2008	0.1005	81.0
SGP	pol	2009	0.1005	86.0
SGP	pol	2010	0.1076	79.0
SGP	pol	2011	0.1014	83.0
SGP	pol	2012	0.0951	89.0
SGP	pol	2013	0.0989	90.0
SGP	pol	2014	0.1201	90.0
SGP	pol	2015	0.119	92.0
SGP	pol	2016	0.111	97.0
SGP	pol	2017	0.11	101.0
SGP	pol	2018	0.113	103.0
SGP	pol	2019	0.159	92.0
SGP	pol	2020	0.208	72.0
SLE	glob	2006	nan	nan
SLE	glob	2007	nan	nan
SLE	glob	2008	nan	nan
SLE	glob	2009	nan	nan
SLE	glob	2010	nan	nan
SLE	glob	2011	nan	nan
SLE	glob	2012	nan	nan
SLE	glob	2013	nan	nan
SLE	glob	2014	nan	nan
SLE	glob	2015	nan	nan
SLE	glob	2016	nan	nan
SLE	glob	2017	nan	nan
SLE	glob	2018	0.661	114.0
SLE	glob	2019	nan	nan
SLE	glob	2020	0.655	121.0
SLE	eco	2006	nan	nan
SLE	eco	2007	nan	nan
